level,string,length,n_leave_node,n_ending,n
2,"加了几",3,2,2,2
1,"加鞭赶",3,2,2,2
1,"加减",2,4,4,4
1,"加以",2,4,4,4
1,"加上",2,4,4,4
1,"加着",2,3,3,3
1,"加十倍",3,2,2,2
0,"退",1,26,42,137
1,"退出",2,36,38,48
2,"退出来",3,6,6,6
2,"退出去了",4,3,3,3
1,"退了",2,7,9,19
1,"退去",2,6,6,6
0,"妥",1,51,59,137
1,"妥当",2,34,37,53
2,"妥当了",3,9,9,9
1,"妥帖",2,9,9,9
0,"侄",1,30,38,137
1,"侄儿",2,50,62,79
2,"侄儿也不",4,2,2,2
2,"侄儿媳妇",4,3,3,3
2,"侄儿的",3,3,3,3
2,"侄儿来了",4,2,2,2
0,"跪",1,17,26,135
1,"跪下",2,46,53,69
2,"跪下说道",4,3,3,3
1,"跪着",2,13,15,17
1,"跪在地下",4,4,5,6
2,"跪在地下碰头",6,2,2,2
1,"跪了",2,5,6,7
2,"跪了一",3,2,2,2
0,"莲",1,60,77,135
1,"莲花儿",3,9,9,9
1,"莲蓬",2,4,4,4
0,"纪",1,65,82,135
0,"朝",1,69,89,135
1,"朝廷",2,8,9,10
2,"朝廷治",3,2,2,2
1,"朝中",2,5,6,7
2,"朝中自",3,2,2,2
1,"朝上",2,3,4,5
2,"朝上磕",3,2,2,2
1,"朝贺",2,4,4,4
1,"朝的",2,3,3,3
1,"朝天",2,3,3,3
1,"朝夕",2,3,3,3
0,"改",1,48,65,135
1,"改了",2,17,20,25
2,"改了样子了",5,2,2,2
1,"改日",2,9,10,11
1,"改的",2,9,9,9
1,"改作",2,5,5,5
1,"改正",2,4,4,4
1,"改个样儿",4,2,2,2
0,"怜",1,59,78,135
1,"怜爱",2,5,5,5
1,"怜贫惜",3,2,2,2
1,"怜香惜玉的",5,2,2,2
0,"趁",1,14,33,134
1,"趁着",2,9,13,22
2,"趁着这",3,4,5,6
3,"趁着这个",4,2,2,2
2,"趁着酒兴",4,3,3,3
1,"趁早",2,10,11,20
2,"趁早儿",3,8,9,10
3,"趁早儿去",4,2,2,2
1,"趁便",2,11,12,14
2,"趁便回",3,3,3,3
1,"趁此",2,6,8,13
2,"趁此机会",4,5,5,5
1,"趁今日",3,3,3,3
1,"趁今儿",3,2,2,2
1,"趁这会子",4,2,2,2
1,"趁贾琏不在",5,2,2,2
0,"差",1,55,68,134
1,"差人去",3,3,3,3
1,"差人到赖尚荣任上",8,2,2,2
1,"差不多",3,5,7,12
2,"差不多的人",5,3,3,3
1,"差使",2,12,12,12
1,"差了",2,8,8,8
1,"差些",2,4,4,4
1,"差一个",3,2,2,2
0,"力",1,78,94,134
1,"力的",2,12,13,14
1,"力不加",3,2,2,2
1,"力不足",3,2,2,2
1,"力儿",2,3,3,3
0,"讲",1,50,68,133
1,"讲究",2,20,24,30
1,"讲的",2,7,7,7
1,"讲讲",2,5,5,5
1,"讲不起",3,2,2,2
1,"讲一讲",3,2,2,2
1,"讲明",2,3,3,3
0,"结",1,62,81,133
1,"结果",2,9,10,11
1,"结子",2,9,9,9
1,"结了",2,8,8,8
1,"结局",2,6,6,6
1,"结实",2,6,6,6
0,"番",1,88,100,133
1,"番役",2,9,9,9
1,"番话",2,8,8,8
1,"番的",2,7,7,7
0,"足",1,71,86,132
1,"足的",2,9,9,9
1,"足道",2,3,4,7
1,"足有二",3,2,2,2
0,"拜",1,50,64,132
1,"拜了",2,12,13,14
1,"拜寿",2,10,11,13
1,"拜谢",2,9,9,9
1,"拜过",2,4,5,6
2,"拜过宗祠",4,2,2,2
1,"拜客回来",4,2,2,2
0,"帘",1,39,52,132
1,"帘子",2,26,30,43
2,"帘子响",3,4,4,4
2,"帘子出来",4,2,2,2
1,"帘外",2,9,9,9
1,"帘栊",2,7,7,7
1,"帘不卷",3,2,2,2
0,"共",1,40,65,132
1,"共有",2,5,8,13
2,"共有几",3,4,4,4
1,"共总",2,8,8,8
1,"共是",2,5,6,7
2,"共是一百",4,2,2,2
1,"共凑了",3,2,2,2
1,"共二十",3,4,4,4
0,"代",1,44,58,132
1,"代儒",2,30,35,50
2,"代儒道",3,12,12,12
1,"代的老",3,2,2,2
1,"代奏",2,4,4,4
1,"代为",2,4,4,4
0,"烧",1,50,63,131
1,"烧了",2,17,21,27
2,"烧了一",3,4,4,4
1,"烧的",2,7,7,7
1,"烧酒",2,4,4,4
1,"烧埋银子",4,2,2,2
1,"烧埋之费",4,2,2,2
1,"烧糊了的捲子",6,2,2,2
0,"戚",1,75,89,131
0,"嚷",1,56,69,131
1,"嚷道",2,24,24,24
1,"嚷着",2,5,5,5
0,"化",1,74,85,131
1,"化成一股",4,2,2,2
0,"黄",1,50,73,130
1,"黄昏",2,7,9,11
1,"黄汤",2,7,7,7
1,"黄金",2,5,5,5
1,"黄土垅中",4,4,4,4
1,"黄酒",2,4,4,4
1,"黄子",2,4,4,4
1,"黄泉路",3,2,2,2
0,"造",1,32,40,130
1,"造化",2,31,33,55
1,"造言生事",4,3,3,3
0,"初",1,49,66,130
1,"初一",2,9,10,18
2,"初一日",3,7,8,9
3,"初一日是",4,2,2,2
1,"初二",2,4,5,10
1,"初时不",3,2,2,2
1,"初刻",2,4,4,4
1,"初五日",3,2,2,2
1,"初会",2,3,3,3
0,"福",1,78,90,129
1,"福气",2,9,9,9
1,"福寿",2,7,8,9
2,"福寿双全",4,2,2,2
1,"福了",2,8,8,8
0,"七",1,29,44,129
1,"七八",2,8,13,27
1,"七言律",3,3,4,5
2,"七言律诗",4,2,2,2
1,"七日",2,11,11,11
1,"七岁",2,5,7,10
2,"七岁了",3,2,2,2
1,"七手八脚",4,4,4,4
0,"虚",1,59,79,128
1,"虚名",2,9,11,13
1,"虚了",2,4,4,4
1,"虚的",2,3,3,3
1,"虚掩",2,3,3,3
0,"破",1,54,72,128
1,"破的",2,7,7,7
1,"破题",2,5,5,5
1,"破落户",3,4,4,4
1,"破费",2,4,4,4
1,"破烂",2,3,3,3
0,"妻",1,72,86,128
1,"妻女",2,8,9,10
0,"笔",1,60,72,127
1,"笔砚",2,11,14,18
1,"笔锭如意的",5,2,2,2
0,"异",1,64,74,127
1,"异事",2,6,6,6
0,"监",1,47,70,126
1,"监察",2,3,4,5
2,"监察也罢",4,2,2,2
1,"监工",2,4,4,4
0,"哄",1,21,33,126
1,"哄我",2,15,18,24
1,"哄他",2,11,15,21
2,"哄他道",3,3,3,3
2,"哄他顽",3,3,3,3
1,"哄着",2,5,7,13
2,"哄着老太太",5,4,4,4
2,"哄着我替你",5,2,2,2
1,"哄的",2,9,10,11
1,"哄你",2,7,9,11
1,"哄然一笑",4,3,3,3
1,"哄然大笑",4,2,2,2
1,"哄堂大笑起来",6,2,2,2
0,"九",1,50,67,126
1,"九个",2,5,7,12
2,"九个人",3,4,4,4
2,"九个魂",3,3,3,3
1,"九月里",3,3,3,3
1,"九岁",2,4,5,6
1,"九龙佩",3,2,2,2
0,"露",1,69,80,125
1,"露出",2,16,18,24
1,"露了",2,5,6,7
2,"露了风",3,2,2,2
1,"露着",2,4,4,4
1,"露的",2,4,4,4
1,"露一",2,4,4,4
0,"辈",1,33,45,125
0,"翻",1,34,51,125
1,"翻身",2,11,14,20
2,"翻身起来",4,3,4,5
3,"翻身起来说",5,2,2,2
1,"翻来覆去",4,11,12,13
1,"翻了",2,8,9,10
2,"翻了一",3,2,2,2
1,"翻出",2,5,6,7
2,"翻出来",3,2,2,2
1,"翻过正面来",5,2,2,2
1,"翻腾了一夜",5,2,2,2
1,"翻箱倒笼",4,2,2,2
0,"挂",1,52,62,125
1,"挂在",2,7,7,7
1,"挂上的",3,2,2,2
0,"城",1,48,65,125
1,"城外",2,21,21,21
1,"城里",2,6,8,13
2,"城里的",3,4,4,4
2,"城里城外",4,3,3,3
1,"城门",2,5,5,5
1,"城中",2,4,4,4
0,"铺",1,34,48,124
1,"铺盖",2,11,12,13
1,"铺了",2,4,5,6
2,"铺了一个",4,2,2,2
1,"铺下",2,4,5,6
2,"铺下红毡",4,2,2,2
1,"铺床",2,5,5,5
1,"铺在",2,4,4,4
1,"铺排起",3,2,2,2
0,"甄",1,6,14,124
1,"甄宝玉",3,23,29,36
2,"甄宝玉也",4,3,3,3
1,"甄家",2,13,20,34
1,"甄老爷",3,5,6,7
2,"甄老爷的",4,2,2,2
1,"甄老先生",4,2,2,2
1,"甄应嘉道",4,5,5,5
1,"甄夫人道",4,2,2,2
0,"节",1,69,80,123
1,"节度",2,13,14,21
0,"横",1,24,31,123
1,"横竖",2,32,44,81
2,"横竖有",3,9,11,13
2,"横竖不",3,7,7,7
2,"横竖是",3,5,5,5
2,"横竖我",3,5,5,5
2,"横竖要死",4,2,2,2
2,"横竖这",3,3,3,3
1,"横行霸道",4,2,3,5
2,"横行霸道的",5,3,3,3
1,"横三竖四的",5,2,2,2
1,"横书四个大字",6,2,2,2
0,"舍",1,68,81,122
1,"舍不得",3,13,17,22
2,"舍不得你",4,3,3,3
1,"舍得",2,5,5,5
1,"舍的",2,3,3,3
1,"舍我罢",3,2,2,2
0,"支",1,66,81,122
1,"支使",2,6,7,8
2,"支使的",3,2,2,2
1,"支了",2,6,6,6
1,"支吾",2,5,5,5
0,"低",1,15,24,122
1,"低头",2,18,26,54
2,"低头不语",4,10,10,10
2,"低头一",3,4,7,10
3,"低头一瞧",4,2,2,2
3,"低头一看",4,2,2,2
3,"低头一想",4,2,2,2
2,"低头想了一想",6,3,3,3
2,"低头看了",4,2,2,2
1,"低了头",3,16,16,16
1,"低下头",3,4,5,6
2,"低下头去",4,2,2,2
0,"犹",1,45,59,121
1,"犹未",2,15,19,31
2,"犹未了",3,10,10,10
1,"犹可",2,9,9,9
1,"犹豫",2,5,6,7
2,"犹豫不决",4,2,2,2
1,"犹是",2,5,5,5
1,"犹在",2,4,4,4
1,"犹不",2,4,4,4
0,"棋",1,62,82,121
0,"忍",1,42,59,121
1,"忍耐",2,7,8,9
2,"忍耐些",3,2,2,2
1,"忍气",2,3,4,7
2,"忍气吞声",4,4,4,4
1,"忍了",2,6,6,6
0,"饮",1,40,49,120
1,"饮食",2,25,27,32
2,"饮食不进",4,2,2,2
2,"饮食起居",4,2,2,2
1,"饮了一口",4,4,4,4
1,"饮了一回",4,3,3,3
1,"饮了一杯",4,2,2,2
1,"饮酒",2,10,10,10
0,"费",1,44,54,120
1,"费心",2,22,22,22
1,"费事",2,12,13,14
1,"费力",2,5,5,5
0,"蟾",1,57,77,120
0,"友",1,79,93,120
1,"友的",2,5,5,5
1,"友们",2,4,4,4
1,"友之",2,4,4,4
0,"顿",1,71,83,119
1,"顿起",2,4,4,4
1,"顿的",2,4,4,4
1,"顿打",2,4,4,4
0,"委",1,30,34,119
1,"委屈",2,57,62,82
2,"委屈烦恼",4,2,2,2
0,"隔",1,33,50,118
1,"隔着",2,10,12,23
2,"隔着窗子",4,5,5,5
2,"隔着窗户",4,1,2,3
3,"隔着窗户问",5,2,2,2
2,"隔着纱窗",4,2,3,4
3,"隔着纱窗往",5,2,2,2
1,"隔了",2,9,11,17
2,"隔了一层",4,3,3,3
2,"隔了一回",4,2,2,2
1,"隔窗说道",4,2,2,2
1,"隔断",2,5,5,5
1,"隔子",2,4,4,4
1,"隔两日",3,2,2,2
1,"隔扇",2,3,3,3
0,"怀",1,42,53,118
1,"怀着鬼胎",4,3,3,3
0,"度",1,72,84,118
1,"度其",2,7,8,9
2,"度其意",3,2,2,2
1,"度日",2,7,7,7
1,"度着",2,4,4,4
0,"左",1,13,29,118
1,"左右",2,21,25,29
1,"左边",2,10,13,17
2,"左边是",3,3,3,3
1,"左不过是",4,3,4,6
2,"左不过是他们",6,3,3,3
1,"左不过在这",5,2,2,2
1,"左思右想",4,6,6,6
1,"左一个",3,2,2,2
1,"左等不",3,2,2,2
1,"左性的",3,2,2,2
1,"左寸沉数",4,2,2,2
0,"剩",1,21,27,118
1,"剩了",2,11,15,30
2,"剩了这",3,4,6,8
3,"剩了这么",4,2,2,2
2,"剩了一",3,4,5,6
3,"剩了一个",4,2,2,2
1,"剩下",2,10,13,27
2,"剩下的",3,10,11,13
1,"剩的",2,20,22,24
1,"剩我一个",4,2,2,2
0,"轿",1,61,75,117
1,"轿马",2,5,5,5
1,"轿而来",3,2,2,2
1,"轿而去",3,2,2,2
1,"轿出大门",4,2,2,2
0,"汤",1,71,88,117
1,"汤来",2,10,10,10
1,"汤药",2,5,5,5
0,"变",1,48,62,117
1,"变法儿",3,4,4,4
1,"变个法",3,1,2,3
2,"变个法儿",4,2,2,2
1,"变成",2,5,5,5
1,"变着法儿",4,2,2,2
1,"变的",2,4,4,4
1,"变尽方法",4,3,3,3
1,"变出",2,4,4,4
1,"变色",2,3,3,3
1,"变作鬼怪",4,2,2,2
0,"势",1,61,77,117
1,"势派",2,5,5,5
1,"势了",2,4,4,4
1,"势败",2,3,3,3
0,"读",1,17,27,116
1,"读书",2,43,51,72
2,"读书的",3,5,5,5
2,"读书识字",4,2,2,2
1,"读过的",3,2,2,2
1,"读过书",3,2,2,2
1,"读一二百首",5,2,2,2
0,"角",1,31,44,116
1,"角门",2,25,30,42
2,"角门前",3,4,4,4
2,"角门上",3,4,4,4
1,"角上",2,12,12,12
1,"角儿",2,7,7,7
1,"角口",2,4,4,4
0,"观",1,29,41,116
1,"观音",2,9,9,9
0,"条",1,66,84,116
1,"条路",2,5,5,5
1,"条红",2,3,3,3
0,"捧",1,17,28,116
1,"捧着",2,19,24,35
1,"捧了",2,12,15,23
2,"捧了一",3,3,5,7
3,"捧了一碗",4,2,2,2
1,"捧上茶来",4,7,7,7
0,"医",1,37,54,116
1,"医生",2,12,13,15
2,"医生来诊脉下药",7,2,2,2
1,"医调治",3,12,12,12
1,"医道",2,5,5,5
1,"医诊视",3,2,2,2
0,"赌",1,24,34,115
1,"赌气",2,24,34,50
2,"赌气去了",4,6,6,6
2,"赌气回房",4,3,3,3
1,"赌博",2,8,8,8
1,"赌身发誓",4,2,2,2
0,"寒",1,64,82,115
1,"寒了",2,3,4,5
2,"寒了半截",4,2,2,2
1,"寒心",2,3,3,3
0,"魂",1,66,77,114
1,"魂魄",2,16,16,16
1,"魂不附体",4,3,3,3
0,"除",1,37,47,114
1,"除了",2,25,32,45
2,"除了你",3,3,4,5
3,"除了你家",4,2,2,2
2,"除了老太太",5,3,3,3
2,"除了这",3,3,3,3
2,"除了我",3,3,3,3
1,"除非",2,8,10,12
1,"除去",2,4,4,4
0,"跳",1,92,99,114
1,"跳出来",3,2,2,2
1,"跳了起来",4,2,2,2
1,"跳了出来",4,2,2,2
0,"装",1,31,52,114
1,"装睡",2,7,8,9
2,"装睡着",3,2,2,2
1,"装着",2,7,8,9
1,"装病",2,5,6,7
2,"装病逃学",4,2,2,2
1,"装作不",3,1,2,3
2,"装作不知",4,2,2,2
1,"装没听见",4,2,2,2
1,"装没事人",4,2,2,2
1,"装了",2,4,4,4
1,"装狐媚子哄",5,2,2,2
1,"装什么的",4,2,2,2
1,"装上",2,3,3,3
0,"绝",1,74,82,114
1,"绝色",2,4,5,7
2,"绝色的",3,3,3,3
1,"绝粒",2,4,4,4
0,"木",1,68,84,114
1,"木头",2,6,7,11
1,"木石",2,3,3,3
1,"木之",2,3,3,3
0,"承",1,42,61,114
1,"承望",2,20,20,20
1,"承他",2,5,5,5
1,"承受",2,4,4,4
1,"承办",2,3,3,3
1,"承了",2,3,3,3
0,"卖",1,57,71,114
1,"卖弄",2,4,4,4
0,"功",1,37,49,114
1,"功课",2,17,18,19
1,"功名",2,19,19,19
1,"功德",2,6,7,9
2,"功德的",3,3,3,3
1,"功夫",2,5,5,5
0,"元",1,20,28,114
1,"元妃",2,26,35,47
2,"元妃薨",3,3,3,3
2,"元妃命",3,3,3,3
2,"元妃又问",4,2,2,2
1,"元春",2,15,17,19
1,"元宵",2,10,11,12
1,"元帝老爷",4,4,4,4
1,"元帝道",3,2,2,2
1,"元帝庙",3,2,2,2
0,"借",1,39,61,114
1,"借了",2,6,7,8
2,"借了来",3,2,2,2
1,"借着",2,7,7,7
1,"借此",2,6,6,6
1,"借他一",3,2,2,2
1,"借给",2,4,4,4
1,"借一",2,4,4,4
1,"借问",2,3,3,3
1,"借贷",2,3,3,3
1,"借我的",3,2,2,2
1,"借当",2,3,3,3
1,"借券",2,3,3,3
1,"借你的",3,2,2,2
0,"供",1,48,66,114
1,"供奉",2,9,9,9
1,"供菊",2,5,5,5
1,"供着",2,5,5,5
1,"供职",2,3,3,3
0,"屈",1,68,80,113
0,"嫌",1,32,48,113
1,"嫌我",2,8,10,14
2,"嫌我们",3,4,4,4
1,"嫌疑",2,9,10,11
1,"嫌他",2,8,9,10
2,"嫌他不",3,2,2,2
1,"嫌隙",2,4,4,4
1,"嫌这",2,4,4,4
1,"嫌了",2,4,4,4
1,"嫌不好",3,2,2,2
0,"阴",1,43,61,112
1,"阴阳",2,14,18,22
1,"阴司",2,5,6,8
1,"阴骘",2,4,4,4
1,"阴晴不定",4,2,2,2
0,"词",1,68,83,112
1,"词藻",2,5,5,5
1,"词句不",3,2,2,2
0,"联",1,51,61,112
1,"联道",2,34,34,34
1,"联句",2,7,7,7
1,"联诗",2,4,4,4
0,"短",1,46,59,112
1,"短了",2,12,15,20
2,"短了一吊钱",5,2,2,2
1,"短的",2,7,7,7
1,"短命鬼儿",4,2,2,2
1,"短袄",2,5,5,5
1,"短少",2,5,5,5
1,"短鬓冷沾",4,2,2,2
0,"犯",1,40,50,112
1,"犯了",2,18,23,32
2,"犯了什么",4,4,4,4
2,"犯了事",3,3,3,3
2,"犯了病",3,3,3,3
2,"犯了前头的旧病",7,2,2,2
1,"犯官",2,7,7,7
1,"犯事",2,5,5,5
0,"奈",1,57,68,112
1,"奈他",2,8,8,8
0,"耳",1,42,58,111
1,"耳边",2,6,7,13
1,"耳朵",2,6,7,11
2,"耳朵里",3,5,5,5
1,"耳内",2,7,7,7
1,"耳目",2,6,6,6
1,"耳鬓厮磨",4,2,2,2
0,"痴",1,42,56,111
1,"痴情",2,13,13,13
1,"痴心",2,11,12,13
1,"痴痴的",3,3,4,5
2,"痴痴的问",4,2,2,2
1,"痴了",2,6,6,6
1,"痴丫头",3,5,5,5
0,"痛",1,57,66,111
1,"痛哭",2,13,16,29
2,"痛哭起来",4,9,9,9
2,"痛哭不已",4,4,4,4
1,"痛的",2,6,6,6
1,"痛难禁",3,5,5,5
0,"暂",1,30,36,111
1,"暂且",2,29,38,66
2,"暂且不",3,6,9,17
3,"暂且不提",4,7,7,7
2,"暂且无话",4,4,4,4
2,"暂且住下",4,2,2,2
1,"暂歇",2,5,5,5
0,"惟",1,28,37,111
1,"惟有",2,38,44,53
2,"惟有这",3,4,4,4
2,"惟有我",3,3,3,3
1,"惟恐",2,7,7,7
1,"惟我是",3,2,2,2
0,"北",1,25,35,111
1,"北静王",3,18,27,47
2,"北静王府",4,3,4,7
3,"北静王府里",5,2,3,4
4,"北静王府里去",6,2,2,2
2,"北静王道",4,4,4,4
2,"北静王妃也",5,2,2,2
2,"北静王便",4,4,4,4
1,"北边的",3,4,4,4
1,"北府里",3,1,2,3
0,"谈",1,57,75,110
1,"谈及",2,4,5,6
2,"谈及此",3,2,2,2
1,"谈笑",2,4,4,4
1,"谈讲",2,3,3,3
0,"形",1,23,37,110
1,"形容",2,21,24,28
2,"形容得尽",4,2,2,2
1,"形景",2,19,21,23
1,"形状",2,5,5,5
1,"形于声",3,2,2,2
0,"慌",1,24,33,109
1,"慌了",2,16,17,19
1,"慌的",2,11,13,15
1,"慌慌张张的跑来",7,2,2,2
1,"慌忙赶",3,2,2,2
0,"嘻",1,7,12,109
0,"凭",1,24,36,109
1,"凭他",2,9,14,31
2,"凭他怎么",4,7,8,9
3,"凭他怎么去",5,2,2,2
2,"凭他是谁",4,4,4,4
1,"凭你",2,7,10,16
1,"凭是",2,5,6,8
2,"凭是什么",4,3,3,3
1,"凭着",2,6,6,6
1,"凭我去",3,2,2,2
0,"枝",1,55,70,108
1,"枝儿",2,6,6,6
0,"钏",1,18,21,107
1,"钏儿",2,47,61,84
0,"迟",1,41,48,107
1,"迟了",2,25,30,45
2,"迟了一步",4,3,3,3
2,"迟了一回",4,2,2,2
0,"贼",1,56,74,107
1,"贼人",2,6,6,6
1,"贼寇",2,5,5,5
1,"贼的",2,3,3,3
0,"蝌",1,56,71,107
0,"牌",1,66,77,107
1,"牌坊",2,9,9,9
1,"牌也不",3,2,2,2
0,"含",1,11,22,107
1,"含笑",2,15,20,26
2,"含笑说道",4,2,2,2
1,"含泪",2,16,18,25
2,"含泪说道",4,5,5,5
2,"含泪道",3,4,4,4
1,"含悲",2,7,8,9
2,"含悲忍",3,2,2,2
1,"含着泪",3,4,4,4
0,"值",1,31,50,107
1,"值什么",3,12,12,12
1,"值钱",2,6,7,9
2,"值钱的",3,3,3,3
0,"举",1,30,43,107
1,"举止",2,13,16,20
2,"举止言谈",4,2,2,2
2,"举止另是一样",6,2,2,2
1,"举起",2,7,8,9
2,"举起哀来",4,2,2,2
1,"举人",2,9,9,9
1,"举目",2,6,6,6
1,"举动",2,6,6,6
1,"举业的",3,2,2,2
1,"举酒送行",4,2,2,2
1,"举眼无",3,2,2,2
0,"讨",1,25,43,106
1,"讨了",2,4,8,14
2,"讨了个没趣",5,2,2,2
2,"讨了没意思",5,2,2,2
1,"讨情",2,10,10,10
1,"讨人嫌",3,2,3,5
2,"讨人嫌的",4,3,3,3
1,"讨人厌",3,2,2,2
1,"讨个主意",4,2,2,2
1,"讨个没",3,2,2,2
1,"讨个情",3,2,2,2
1,"讨老太太",4,2,3,4
2,"讨老太太的",5,2,2,2
1,"讨老祖宗",4,2,2,2
1,"讨好儿",3,4,4,4
1,"讨你的",3,2,2,2
0,"究",1,26,35,106
1,"究竟",2,20,31,60
2,"究竟不",3,5,6,9
3,"究竟不知",4,4,4,4
2,"究竟没",3,4,5,6
3,"究竟没有",4,2,2,2
2,"究竟是",3,5,5,5
2,"究竟也无",4,2,2,2
2,"究竟也不",4,2,2,2
2,"究竟连",3,3,3,3
2,"究竟这",3,3,3,3
0,"斗",1,37,52,106
1,"斗篷",2,14,15,19
2,"斗篷来",3,5,5,5
1,"斗牌",2,9,9,9
1,"斗草",2,5,5,5
1,"斗笠",2,4,4,4
1,"斗杀律",3,2,2,2
1,"斗了",2,4,4,4
0,"姓",1,52,68,106
1,"姓林",2,4,5,7
2,"姓林的",3,3,3,3
1,"姓贾的",3,4,4,4
1,"姓贾名化",4,2,2,2
1,"姓张",2,4,5,6
1,"姓王",2,4,4,4
1,"姓包的",3,4,4,4
1,"姓的",2,4,4,4
1,"姓名",2,3,3,3
0,"唱",1,30,42,106
1,"唱戏",2,10,13,17
2,"唱戏的",3,3,3,3
1,"唱道",2,10,11,12
1,"唱了一",3,2,3,6
2,"唱了一个",4,4,4,4
1,"唱曲儿",3,1,2,5
2,"唱曲儿的",4,1,2,4
3,"唱曲儿的小",5,1,2,3
4,"唱曲儿的小厮",6,2,2,2
1,"唱小旦",3,1,2,3
2,"唱小旦的",4,2,2,2
1,"唱完了",3,2,2,2
0,"伺",1,2,3,106
1,"伺候",2,73,82,104
2,"伺候的",3,4,4,4
2,"伺候姑娘们的",6,2,2,2
0,"试",1,41,54,105
1,"试试",2,10,12,15
2,"试试你",3,3,3,3
1,"试一试",3,5,5,5
1,"试了一试",4,3,3,3
1,"试看",2,5,5,5
1,"试探",2,3,4,5
2,"试探他",3,2,2,2
1,"试宝玉",3,4,4,4
1,"试过",2,4,4,4
1,"试他",2,4,4,4
0,"绣",1,41,58,105
1,"绣橘",2,14,15,18
2,"绣橘道",3,4,4,4
1,"绣房",2,7,7,7
1,"绣花针",3,2,2,2
1,"绣花卉",3,2,2,2
1,"绣的",2,4,4,4
1,"绣之",2,3,3,3
0,"磕",1,8,14,105
1,"磕头",2,41,46,52
2,"磕头谢了",4,2,2,2
1,"磕了个头",4,6,6,6
1,"磕了一个头",5,3,3,3
1,"磕个头",3,7,7,7
0,"皮",1,35,59,105
1,"皮褥",2,3,4,5
1,"皮二张",3,3,3,3
1,"皮二十",3,2,2,2
1,"皮囊",2,4,4,4
1,"皮袄",2,4,4,4
1,"皮的",2,4,4,4
1,"皮褂子",3,2,2,2
1,"皮小靴",3,2,2,2
1,"皮六十",3,2,2,2
1,"皮三十",3,2,2,2
0,"彼",1,21,26,105
1,"彼此",2,21,30,44
2,"彼此问了好",5,2,2,2
2,"彼此见过了",5,2,2,2
2,"彼此相见",4,3,3,3
2,"彼此都",3,3,3,3
2,"彼此有",3,3,3,3
1,"彼时",2,11,18,32
2,"彼时贾",3,3,4,6
3,"彼时贾政",4,3,3,3
2,"彼时黛玉",4,3,3,3
2,"彼时宝玉",4,3,3,3
2,"彼时李纨",4,2,2,2
2,"彼时大观园中",6,2,2,2
0,"庵",1,30,43,105
1,"庵的",2,10,15,22
2,"庵的姑子",4,3,3,3
1,"庵中",2,9,10,11
1,"庵来",2,5,5,5
0,"庙",1,37,47,105
1,"庙里",2,20,24,32
2,"庙里去",3,4,4,4
1,"庙中",2,9,9,9
1,"庙的",2,6,6,6
1,"庙去",2,6,6,6
0,"久",1,49,64,105
1,"久了",2,8,8,8
1,"久不",2,4,5,6
2,"久不见",3,2,2,2
1,"久已不",3,3,3,3
1,"久坐",2,4,4,4
1,"久候",2,3,3,3
0,"私",1,39,53,104
1,"私自",2,11,16,23
2,"私自出",3,3,3,3
1,"私情",2,10,10,10
1,"私第",2,3,3,3
1,"私意",2,3,3,3
0,"撒",1,22,34,104
1,"撒谎",2,23,24,25
1,"撒野",2,7,8,9
2,"撒野的",3,2,2,2
1,"撒泼",2,4,4,4
1,"撒娇儿",3,2,2,2
1,"撒个娇儿",4,2,2,2
1,"撒个谎",3,2,2,2
0,"折",1,45,58,104
1,"折变",2,6,7,12
2,"折变了",3,4,5,6
3,"折变了给",4,2,2,2
1,"折磨",2,5,5,5
1,"折在袖",3,2,2,2
0,"师",1,41,50,104
1,"师父",2,31,38,46
2,"师父叫",3,3,3,3
0,"巴",1,12,20,104
1,"巴不得",3,23,27,38
2,"巴不得一声",5,3,4,7
3,"巴不得一声儿",6,4,4,4
2,"巴不得要好",5,2,2,2
1,"巴巴的",3,11,12,13
0,"华",1,67,80,104
1,"华丽",2,4,4,4
1,"华不",2,4,4,4
1,"华的",2,3,3,3
1,"华之",2,3,3,3
0,"锦",1,34,53,103
1,"锦衣",2,4,6,16
1,"锦乡侯",3,3,3,3
1,"锦槅",2,3,3,3
1,"锦上添花",4,2,2,2
0,"竖",1,45,60,103
0,"奉",1,36,49,103
1,"奉承",2,14,16,19
2,"奉承的",3,3,3,3
1,"奉旨",2,9,10,11
1,"奉与贾",3,1,2,6
2,"奉与贾母",4,5,5,5
1,"奉命",2,6,6,6
1,"奉茶",2,3,3,3
1,"奉老爷",3,2,2,2
1,"奉王命而来",5,2,2,2
0,"善",1,46,59,103
1,"善哉",2,5,5,5
0,"蔷",1,36,53,102
1,"蔷二爷",3,2,2,2
1,"蔷大爷芸二爷",6,2,2,2
0,"歹",1,68,78,101
0,"楼",1,44,56,101
1,"楼上",2,13,13,13
1,"楼阁",2,6,6,6
1,"楼台",2,6,6,6
1,"楼下",2,4,4,4
1,"楼来",2,3,3,3
0,"封",1,38,53,101
1,"封肃",2,13,13,13
1,"封锁",2,6,6,6
1,"封了二",3,1,2,3
2,"封了二十",4,2,2,2
0,"味",1,58,68,101
1,"味儿",2,8,9,10
2,"味儿来了",4,2,2,2
1,"味来",2,3,3,3
0,"负",1,29,41,100
1,"负我",2,7,8,9
2,"负我的",3,2,2,2
1,"负你",2,6,6,6
1,"负荆请罪",4,4,4,4
1,"负心的",3,2,2,2
0,"美",1,28,43,100
1,"美人",2,26,29,33
1,"美玉",2,7,7,7
